Source,Target,Weight,Type
"Consciousness","Quality",5.0,undirected
"Consciousness","Reality",186.0,undirected
"Consciousness","Reason",97.0,undirected
"Consciousness","Recognition",14.0,undirected
"Consciousness","Reflection",28.0,undirected
"Consciousness","Region",1.0,undirected
"Consciousness","Rejection",1.0,undirected
"Consciousness","Relationship",29.0,undirected
"Consciousness","Religion",57.0,undirected
"Consciousness","Remoteness",4.0,undirected
"Consciousness","Renunciation",9.0,undirected
"Consciousness","Responsibility",5.0,undirected
"Consciousness","Revolution",1.0,undirected
"Consciousness","Sacrifice",16.0,undirected
"Consciousness","Satisfaction",24.0,undirected
"Consciousness","Scepticism",18.0,undirected
"Consciousness","Science",33.0,undirected
"Consciousness","Self-conscious",23.0,undirected
"Consciousness","Self-recognition",3.0,undirected
"Consciousness","selfhood",4.0,undirected
"Consciousness","Sense",33.0,undirected
"Consciousness","Sense-knowledge",1.0,undirected
"Consciousness","Sensuousness",6.0,undirected
"Consciousness","Shape",109.0,undirected
"Consciousness","Sidedness",4.0,undirected
"Consciousness","Simplicity",16.0,undirected
"Consciousness","Singleness",4.0,undirected
"Consciousness","Sister",1.0,undirected
"Consciousness","Skull",1.0,undirected
"Consciousness","Soliciting",1.0,undirected
"Consciousness","Soul",7.0,undirected
"Consciousness","Species",9.0,undirected
"Consciousness","Spirit",337.0,undirected
"Consciousness","Stoicism",10.0,undirected
"Consciousness","Struggle",9.0,undirected
"Consciousness","Subject",26.0,undirected
"Consciousness","Subsistence",4.0,undirected
"Consciousness","Substance",173.0,undirected
"Consciousness","Substantiality",3.0,undirected
"Consciousness","Sun",1.0,undirected
"Consciousness","Supersensible",8.0,undirected
"Consciousness","Supersession",7.0,undirected
"Consciousness","Syllogism",2.0,undirected
"Consciousness","Tautology",3.0,undirected
"Consciousness","Terror",3.0,undirected
"Consciousness","Theory",1.0,undirected
"Consciousness","Thinghood",14.0,undirected
"Consciousness","Time",129.0,undirected
"Consciousness","Totality",6.0,undirected
"Consciousness","Tragedy",2.0,undirected
"Consciousness","Transition",10.0,undirected
"Consciousness","Trust",7.0,undirected
"Consciousness","Uncertainty",2.0,undirected
"Consciousness","Unchangeable",65.0,undirected
"Consciousness","Unchangeableness",6.0,undirected
"Consciousness","Unconscious",13.0,undirected
"Consciousness","Understanding",31.0,undirected
"Consciousness","Union",8.0,undirected
"Consciousness","Unity",170.0,undirected
"Consciousness","Universality",69.0,undirected
"Consciousness","Unreality",4.0,undirected
"Consciousness","Utility",11.0,undirected
"Consciousness","Utterance",5.0,undirected
"Consciousness","Violence",6.0,undirected
"Consciousness","Virtue",20.0,undirected
"Consciousness","Wickedness",1.0,undirected
"Consciousness","Wisdom",2.0,undirected
"Consciousness","Work",66.0,undirected
"Consciousness","World",190.0,undirected
"Consciousness","Worship",1.0,undirected
"Consciousness","Zeus",1.0,undirected
"Contemplation","Devotion",1.0,undirected
"Contemplation","Essence",1.0,undirected
"Contemplation","Existence",2.0,undirected
"Contemplation","Externality",2.0,undirected
"Contemplation","Faith",1.0,undirected
"Contemplation","Forms",1.0,undirected
"Contemplation","Intention",1.0,undirected
"Contemplation","Inwardness",1.0,undirected
"Contemplation","Knowing",1.0,undirected
"Contemplation","Life",2.0,undirected
"Contemplation","Moment",1.0,undirected
"Contemplation","Nature",1.0,undirected
"Contemplation","Reason",1.0,undirected
"Contemplation","Substance",1.0,undirected
"Contemplation","Time",1.0,undirected
"Contemplation","Worship",2.0,undirected
"Content","Contingency",6.0,undirected
"Content","Continuity",1.0,undirected
"Content","Contradiction",4.0,undirected
"Content","Conviction",1.0,undirected
"Content","Corporeality",1.0,undirected
"Content","Cowardice",1.0,undirected
"Content","Crime",3.0,undirected
"Content","Criterion",2.0,undirected
"Content","Cult",2.0,undirected
"Content","Culture",4.0,undirected
"Content","Customs",1.0,undirected
"Content","Darkness",1.0,undirected
"Content","Depth",1.0,undirected
"Content","Desire",2.0,undirected
"Content","Destruction",1.0,undirected
"Content","Determinations",7.0,undirected
"Content","Differentiation",3.0,undirected
"Content","Discipline",1.0,undirected
"Content","Disparity",2.0,undirected
"Content","Diversity",1.0,undirected
"Content","Duality",1.0,undirected
"Content","Duty",46.0,undirected
"Content","Earnestness",1.0,undirected
"Content","Electricity",1.0,undirected
"Content","Emptiness",5.0,undirected
"Content","Enjoyment",1.0,undirected
"Content","Enlightenment",9.0,undirected
"Content","Essence",45.0,undirected
"Content","Evil",1.0,undirected
"Content","Existence",26.0,undirected
"Content","Experience",8.0,undirected
"Content","Expression",3.0,undirected
"Content","Externalization",1.0,undirected
"Content","Extreme",3.0,undirected
"Content","Faith",22.0,undirected
"Content","Fate",2.0,undirected
"Content","Fear",1.0,undirected
"Content","Force",14.0,undirected
"Content","Formalism",6.0,undirected
"Content","Forms",104.0,undirected
"Content","Freedom",11.0,undirected
"Content","God",8.0,undirected
"Content","Hand",21.0,undirected
"Content","Happiness",4.0,undirected
"Content","Hero",1.0,undirected
"Content","Heroism",1.0,undirected
"Content","History",1.0,undirected
"Content","Honour",1.0,undirected
"Content","Hope",1.0,undirected
"Content","Idea",8.0,undirected
"Content","Idealism",1.0,undirected
"Content","Identity",8.0,undirected
"Content","Immediacy",5.0,undirected
"Content","Individuality",33.0,undirected
"Content","Intention",2.0,undirected
"Content","Interfusion",1.0,undirected
"Content","Inwardness",2.0,undirected
"Content","Irritability",1.0,undirected
"Content","Isolation",1.0,undirected
"Content","Judgement",1.0,undirected
"Content","Kingdom",1.0,undirected
"Content","Knowing",25.0,undirected
"Content","Knowledge",27.0,undirected
"Content","Labour",2.0,undirected
"Content","Law",37.0,undirected
"Content","Lawgiver",1.0,undirected
"Content","Life",5.0,undirected
"Content","Manifold",1.0,undirected
"Content","Matter",10.0,undirected
"Content","Mediation",1.0,undirected
"Content","Medium",10.0,undirected
"Content","Mind",2.0,undirected
"Content","Minstrel",2.0,undirected
"Content","Moment",45.0,undirected
"Content","Morality",11.0,undirected
"Content","Motion",2.0,undirected
"Content","Movement",41.0,undirected
"Content","Multiplicity",3.0,undirected
"Content","Multitude",2.0,undirected
"Content","Nation",1.0,undirected
"Content","Nature",30.0,undirected
"Content","Negation",7.0,undirected
"Content","Negativity",9.0,undirected
"Content","Nothingness",2.0,undirected
"Content","Notion",57.0,undirected
"Content","Nullity",1.0,undirected
"Content","Object",35.0,undirected
"Content","Observation",5.0,undirected
"Content","Observer",3.0,undirected
"Content","Oracle",1.0,undirected
"Content","Order",5.0,undirected
"Content","Ordinance",1.0,undirected
"Content","Organism",1.0,undirected
"Content","Otherness",5.0,undirected
"Content","Pantheon",1.0,undirected
"Content","Pathos",1.0,undirected
"Content","Perception",4.0,undirected
"Content","Perversion",3.0,undirected
"Content","Philosophy",5.0,undirected
"Content","picture",1.0,undirected
"Content","Plurality",1.0,undirected
"Content","Positive",16.0,undirected
"Content","Possession",3.0,undirected
"Content","Power",22.0,undirected
"Content","Principle",3.0,undirected
"Content","Property",4.0,undirected
"Content","Punishment",1.0,undirected
"Content","Purity",2.0,undirected
"Content","Quality",1.0,undirected
"Content","Reality",35.0,undirected
"Content","Reason",13.0,undirected
"Content","Reflection",12.0,undirected
"Content","Relationship",4.0,undirected
"Content","Religion",8.0,undirected
"Content","Satisfaction",4.0,undirected
"Content","Scepticism",7.0,undirected
"Content","Science",18.0,undirected
"Content","Self-conscious",6.0,undirected
"Content","selfhood",1.0,undirected
"Content","Sense",13.0,undirected
"Content","Sensibility",1.0,undirected
"Content","Sensuousness",1.0,undirected
"Content","Shape",13.0,undirected
"Content","Sidedness",2.0,undirected
"Content","Simplicity",4.0,undirected
"Content","Singleness",1.0,undirected
"Content","Soliciting",5.0,undirected
"Content","Soul",2.0,undirected
"Content","Spirit",42.0,undirected
"Content","Stoicism",5.0,undirected
"Content","Subject",28.0,undirected
"Content","Subsistence",2.0,undirected
"Content","Substance",48.0,undirected
"Content","Substantiality",1.0,undirected
"Content","Supersensible",1.0,undirected
"Content","Tautology",4.0,undirected
"Content","Terror",1.0,undirected
"Content","Theory",1.0,undirected
"Content","Time",30.0,undirected
"Content","Tragedy",1.0,undirected
"Content","Transition",5.0,undirected
"Content","Unconscious",1.0,undirected
"Content","Understanding",5.0,undirected
"Content","Unity",21.0,undirected
"Content","Universality",30.0,undirected
"Content","Utterance",3.0,undirected
"Content","Virtue",8.0,undirected
"Content","Wickedness",1.0,undirected
"Content","Wisdom",1.0,undirected
"Content","Work",10.0,undirected
"Content","World",32.0,undirected
"Contingency","Continuity",1.0,undirected
"Contingency","Contradiction",1.0,undirected
"Contingency","Conviction",1.0,undirected
"Contingency","Desire",1.0,undirected
"Contingency","Duty",1.0,undirected
"Contingency","Essence",3.0,undirected
"Contingency","Existence",5.0,undirected
"Contingency","Experience",4.0,undirected
"Contingency","Externality",1.0,undirected
"Contingency","Forms",3.0,undirected
"Contingency","Freedom",1.0,undirected
"Contingency","God",1.0,undirected
"Contingency","History",1.0,undirected
"Contingency","Hope",1.0,undirected
"Contingency","Identity",2.0,undirected
"Contingency","Individuality",3.0,undirected
"Contingency","Knowing",3.0,undirected
"Contingency","Knowledge",2.0,undirected
"Contingency","Law",2.0,undirected
"Contingency","Life",1.0,undirected
"Contingency","Moment",1.0,undirected
"Contingency","Morality",1.0,undirected
"Contingency","Movement",1.0,undirected
"Contingency","Nation",1.0,undirected
"Contingency","Nature",3.0,undirected
"Contingency","Negativity",1.0,undirected
"Contingency","Notion",2.0,undirected
"Contingency","Observation",1.0,undirected
"Contingency","Order",1.0,undirected
"Contingency","Organism",1.0,undirected
"Contingency","Pathos",1.0,undirected
"Contingency","Possession",1.0,undirected
"Contingency","Power",2.0,undirected
"Contingency","Principle",2.0,undirected
"Contingency","Reality",4.0,undirected
"Contingency","Relationship",1.0,undirected
"Contingency","Substance",2.0,undirected
"Contingency","Time",4.0,undirected
"Contingency","Unchangeableness",1.0,undirected
"Contingency","Unconscious",2.0,undirected
"Contingency","Unity",1.0,undirected
"Contingency","Universality",2.0,undirected
"Contingency","Work",1.0,undirected
"Continuity","Contradiction",1.0,undirected
"Continuity","Essence",5.0,undirected
"Continuity","Forms",3.0,undirected
"Continuity","Identity",1.0,undirected
"Continuity","Individuality",2.0,undirected
"Continuity","Knowing",1.0,undirected
"Continuity","Knowledge",1.0,undirected
"Continuity","Law",1.0,undirected
"Continuity","Life",2.0,undirected
"Continuity","Medium",1.0,undirected
"Continuity","Moment",1.0,undirected
"Continuity","Movement",2.0,undirected
"Continuity","Nature",4.0,undirected
"Continuity","Property",2.0,undirected
"Continuity","Reality",1.0,undirected
"Continuity","Relationship",1.0,undirected
"Continuity","Substance",1.0,undirected
"Continuity","Time",4.0,undirected
"Continuity","Universality",2.0,undirected
"Continuity","Womankind",2.0,undirected
"Contradiction","Criterion",2.0,undirected
"Contradiction","Destruction",1.0,undirected
"Contradiction","Determinations",2.0,undirected
"Contradiction","Disparity",1.0,undirected
"Contradiction","Duality",1.0,undirected
"Contradiction","Duty",4.0,undirected
"Contradiction","Equilibrium",1.0,undirected
"Contradiction","Essence",9.0,undirected
"Contradiction","Existence",2.0,undirected
"Contradiction","Experience",1.0,undirected
"Contradiction","Expression",2.0,undirected
"Contradiction","Faith",1.0,undirected
"Contradiction","Forms",4.0,undirected
"Contradiction","Freedom",1.0,undirected
"Contradiction","Hand",1.0,undirected
"Contradiction","Idea",1.0,undirected
"Contradiction","Idealism",1.0,undirected
"Contradiction","Identity",4.0,undirected
"Contradiction","Immediacy",1.0,undirected
"Contradiction","Independence",2.0,undirected
"Contradiction","Individuality",6.0,undirected
"Contradiction","Intention",1.0,undirected
"Contradiction","Judgement",2.0,undirected
"Contradiction","Knowledge",2.0,undirected
"Contradiction","Law",4.0,undirected
"Contradiction","Life",1.0,undirected
"Contradiction","Mask",1.0,undirected
"Contradiction","Mind",1.0,undirected
"Contradiction","Moment",7.0,undirected
"Contradiction","Morality",4.0,undirected
"Contradiction","Movement",1.0,undirected
"Contradiction","Nature",4.0,undirected
"Contradiction","Nothingness",2.0,undirected
"Contradiction","Notion",3.0,undirected
"Contradiction","Object",2.0,undirected
"Contradiction","Observation",1.0,undirected
"Contradiction","Order",1.0,undirected
"Contradiction","Perception",1.0,undirected
"Contradiction","Philosophy",1.0,undirected
"Contradiction","Positive",1.0,undirected
"Contradiction","Power",2.0,undirected
"Contradiction","Principle",4.0,undirected
"Contradiction","Property",6.0,undirected
"Contradiction","Reality",5.0,undirected
"Contradiction","Reason",2.0,undirected
"Contradiction","Rejection",1.0,undirected
"Contradiction","Scepticism",2.0,undirected
"Contradiction","Sense",1.0,undirected
"Contradiction","Soul",2.0,undirected
"Contradiction","Spirit",2.0,undirected
"Contradiction","Substance",2.0,undirected
"Contradiction","Supersession",1.0,undirected
"Contradiction","Tautology",2.0,undirected
"Contradiction","Theory",1.0,undirected
"Contradiction","Thinghood",1.0,undirected
"Contradiction","Time",6.0,undirected
"Contradiction","Unchangeable",1.0,undirected
"Contradiction","Unconscious",1.0,undirected
"Contradiction","Unity",2.0,undirected
"Contradiction","Universality",2.0,undirected
"Contradiction","Unreality",1.0,undirected
"Contradiction","Virtue",1.0,undirected
"Contradiction","Work",1.0,undirected
"Contradiction","World",3.0,undirected
"Conviction","Duty",21.0,undirected
"Conviction","Emptiness",1.0,undirected
"Conviction","Essence",4.0,undirected
"Conviction","Existence",3.0,undirected
"Conviction","Experience",1.0,undirected
"Conviction","Forms",3.0,undirected
"Conviction","Freedom",3.0,undirected
"Conviction","Knowing",4.0,undirected
"Conviction","Knowledge",11.0,undirected
"Conviction","Matter",4.0,undirected
"Conviction","Mind",1.0,undirected
"Conviction","Moment",1.0,undirected
"Conviction","Morality",1.0,undirected
"Conviction","Movement",1.0,undirected
"Conviction","Nature",1.0,undirected
"Conviction","Negativity",2.0,undirected
"Conviction","Reality",2.0,undirected
"Conviction","Reason",1.0,undirected
"Conviction","Recognition",1.0,undirected
"Conviction","Rightness",2.0,undirected
"Conviction","Sense",1.0,undirected
"Conviction","Substance",1.0,undirected
"Conviction","Time",3.0,undirected
"Conviction","Unity",1.0,undirected
"Conviction","Universality",1.0,undirected
"Conviction","Utterance",1.0,undirected
"Corporeality","Cult",1.0,undirected
"Corporeality","Customs",1.0,undirected
"Corporeality","Essence",1.0,undirected
"Corporeality","Existence",1.0,undirected
"Corporeality","Externalization",1.0,undirected
"Corporeality","Moment",1.0,undirected
"Corporeality","Nation",1.0,undirected
"Corporeality","Nature",1.0,undirected
"Corporeality","Spirit",1.0,undirected
"Corporeality","Tragedy",1.0,undirected
"Corporeality","Unconscious",1.0,undirected
"Corporeality","Unity",3.0,undirected
"Cowardice","Duty",7.0,undirected
"Cowardice","Hypocrisy",1.0,undirected
"Cowardice","Independence",1.0,undirected
"Cowardice","Life",2.0,undirected
"Crime","Destruction",2.0,undirected
"Crime","Electricity",1.0,undirected
"Crime","Existence",1.0,undirected
"Crime","Expression",2.0,undirected
"Crime","Fate",1.0,undirected
"Crime","Forms",1.0,undirected
"Crime","Government",2.0,undirected
"Crime","Intention",2.0,undirected
"Crime","Knowing",1.0,undirected
"Crime","Law",3.0,undirected
"Crime","Life",1.0,undirected
"Crime","Mind",2.0,undirected
"Crime","Moment",1.0,undirected
"Crime","Movement",1.0,undirected
"Crime","Nature",1.0,undirected
"Crime","Pathos",1.0,undirected
"Crime","Possession",1.0,undirected
"Crime","Punishment",3.0,undirected
"Crime","Reality",1.0,undirected
"Crime","Reason",1.0,undirected
"Crime","Sister",1.0,undirected
"Crime","Spirit",1.0,undirected
"Crime","Violence",1.0,undirected
"Crime","World",3.0,undirected
"Criterion","Devotion",1.0,undirected
"Criterion","Duty",2.0,undirected
"Criterion","Essence",2.0,undirected
"Criterion","Idea",2.0,undirected
"Criterion","Idealism",1.0,undirected
"Criterion","Identity",1.0,undirected
"Criterion","Judgement",1.0,undirected
"Criterion","Knowing",1.0,undirected
"Criterion","Knowledge",5.0,undirected
"Criterion","Law",1.0,undirected
"Criterion","Nature",4.0,undirected
"Criterion","Notion",3.0,undirected
"Criterion","Object",6.0,undirected
"Criterion","Philosophy",1.0,undirected
"Criterion","Reality",1.0,undirected
"Criterion","Reason",5.0,undirected
"Criterion","Science",2.0,undirected
"Criterion","Spirit",2.0,undirected
"Criterion","Stoicism",1.0,undirected
"Criterion","Tautology",3.0,undirected
"Criterion","Virtue",1.0,undirected
"Cult","Death",1.0,undirected
"Cult","Depth",1.0,undirected
"Cult","Devotion",4.0,undirected
"Cult","Enjoyment",1.0,undirected
"Cult","Essence",9.0,undirected
"Cult","Existence",8.0,undirected
"Cult","Forms",1.0,undirected
"Cult","God",6.0,undirected
"Cult","Habitation",1.0,undirected
"Cult","Hand",2.0,undirected
"Cult","Honour",2.0,undirected
"Cult","Individuality",2.0,undirected
"Cult","Inwardness",1.0,undirected
"Cult","Law",1.0,undirected
"Cult","Life",2.0,undirected
"Cult","Matter",1.0,undirected
"Cult","Mediation",1.0,undirected
"Cult","Moment",2.0,undirected
"Cult","Motion",1.0,undirected
"Cult","Movement",3.0,undirected
"Cult","Nation",2.0,undirected
"Cult","Notion",3.0,undirected
"Cult","Object",7.0,undirected
"Cult","Otherness",1.0,undirected
"Cult","Possession",2.0,undirected
"Cult","Power",1.0,undirected
"Cult","Reality",2.0,undirected
"Cult","Religion",4.0,undirected
"Cult","Sacrifice",1.0,undirected
"Cult","Self-conscious",1.0,undirected
"Cult","Shape",2.0,undirected
"Cult","Simplicity",1.0,undirected
"Cult","Soul",2.0,undirected
"Cult","Spirit",3.0,undirected
"Cult","Substance",1.0,undirected
"Cult","Time",1.0,undirected
"Cult","Tragedy",1.0,undirected
"Cult","Unconscious",1.0,undirected
"Cult","Unity",4.0,undirected
"Cult","Universality",4.0,undirected
"Cult","Virtue",1.0,undirected
"Cult","Work",1.0,undirected
"Cult","World",1.0,undirected
"Culture","Customs",1.0,undirected
"Culture","Determinations",1.0,undirected
"Culture","Dissolution",1.0,undirected
"Culture","Earnestness",1.0,undirected
"Culture","Emptiness",1.0,undirected
"Culture","Enlightenment",1.0,undirected
"Culture","Essence",3.0,undirected
"Culture","Existence",9.0,undirected
"Culture","Experience",1.0,undirected
"Culture","Faith",10.0,undirected
"Culture","Fear",3.0,undirected
"Culture","Forms",5.0,undirected
"Culture","Freedom",2.0,undirected
"Culture","Hand",2.0,undirected
"Culture","Immediacy",1.0,undirected
"Culture","Individuality",4.0,undirected
"Culture","Intention",1.0,undirected
"Culture","Judgement",3.0,undirected
"Culture","Knowing",2.0,undirected
"Culture","Life",3.0,undirected
"Culture","Moment",2.0,undirected
"Culture","Morality",2.0,undirected
"Culture","Movement",2.0,undirected
"Culture","Nature",1.0,undirected
"Culture","Negation",1.0,undirected
"Culture","Negativity",1.0,undirected
"Culture","Nothingness",1.0,undirected
"Culture","Notion",3.0,undirected
"Culture","Object",2.0,undirected
"Culture","Order",1.0,undirected
"Culture","Philosophy",1.0,undirected
"Culture","Positive",2.0,undirected
"Culture","Power",4.0,undirected
"Culture","Property",1.0,undirected
"Culture","Rameau",2.0,undirected
"Culture","Reality",6.0,undirected
"Culture","Reason",1.0,undirected
"Culture","Reflection",1.0,undirected
"Culture","Region",2.0,undirected
"Culture","Rejection",1.0,undirected
"Culture","Relationship",1.0,undirected
"Culture","Soul",1.0,undirected
"Culture","Spirit",23.0,undirected
"Culture","Stoicism",1.0,undirected
"Culture","Subject",2.0,undirected
"Culture","Substance",12.0,undirected
"Culture","Substantiality",1.0,undirected
"Culture","Terror",1.0,undirected
"Culture","Time",4.0,undirected
"Culture","Unconscious",1.0,undirected
"Culture","Universality",3.0,undirected
"Culture","Work",1.0,undirected
"Culture","World",37.0,undirected
"Customs","Destruction",1.0,undirected
"Customs","Duty",1.0,undirected
"Customs","Essence",4.0,undirected
"Customs","Existence",2.0,undirected
"Customs","Expression",1.0,undirected
"Customs","Externalization",1.0,undirected
"Customs","Forms",5.0,undirected
"Customs","Government",1.0,undirected
"Customs","Hand",5.0,undirected
"Customs","Happiness",1.0,undirected
"Customs","Idea",1.0,undirected
"Customs","Identity",1.0,undirected
"Customs","Immediacy",2.0,undirected
"Customs","Individuality",5.0,undirected
"Customs","Knowledge",1.0,undirected
"Customs","Law",7.0,undirected
"Customs","Life",8.0,undirected
"Customs","Medium",1.0,undirected
"Customs","Moment",1.0,undirected
"Customs","Multiplicity",1.0,undirected
"Customs","Nation",5.0,undirected
"Customs","Nature",1.0,undirected
"Customs","Notion",1.0,undirected
"Customs","Object",1.0,undirected
"Customs","Observation",1.0,undirected
"Customs","Psychology",1.0,undirected
"Customs","Reality",1.0,undirected
"Customs","Religion",1.0,undirected
"Customs","Self-conscious",2.0,undirected
"Customs","Sense",1.0,undirected
"Customs","Spirit",8.0,undirected
"Customs","Substance",8.0,undirected
"Customs","Theory",2.0,undirected
"Customs","Thinghood",1.0,undirected
"Customs","Time",1.0,undirected
"Customs","Trust",1.0,undirected
"Customs","Unchangeable",1.0,undirected
"Customs","Unity",1.0,undirected
"Customs","Universality",1.0,undirected
"Customs","Virtue",1.0,undirected
"Customs","Wisdom",1.0,undirected
"Customs","Work",1.0,undirected
"Customs","World",5.0,undirected
"Darkness","Existence",1.0,undirected
"Darkness","Externalization",1.0,undirected
"Darkness","Law",3.0,undirected
"Darkness","Movement",1.0,undirected
"Darkness","Otherness",2.0,undirected
"Darkness","Power",1.0,undirected
"Darkness","Substance",1.0,undirected
"Darkness","Substantiality",1.0,undirected
"Darkness","Sun",1.0,undirected
"Darkness","Supersensible",1.0,undirected
"Darkness","Union",1.0,undirected
"Darkness","Utterance",1.0,undirected
"Darkness","World",2.0,undirected
"Daughter","Desire",1.0,undirected
"Daughter","Enjoyment",1.0,undirected
"Daughter","Parents",2.0,undirected
"Daughter","Time",1.0,undirected
"Death","Essence",6.0,undirected
"Death","Existence",7.0,undirected
"Death","Experience",1.0,undirected
"Death","Externalization",1.0,undirected
"Death","Fear",2.0,undirected
"Death","Forms",3.0,undirected
"Death","Freedom",2.0,undirected
"Death","God",4.0,undirected
"Death","Idea",2.0,undirected
"Death","Independence",3.0,undirected
"Death","Individuality",3.0,undirected
"Death","Kingdom",1.0,undirected
"Death","Law",2.0,undirected
"Death","Life",10.0,undirected
"Death","Lord",1.0,undirected
"Death","Moment",1.0,undirected
"Death","Movement",8.0,undirected
"Death","Nature",4.0,undirected
"Death","Negation",7.0,undirected
"Death","Negativity",7.0,undirected
"Death","Notion",3.0,undirected
"Death","Otherness",1.0,undirected
"Death","Parties",1.0,undirected
"Death","Perception",1.0,undirected
"Death","Positive",3.0,undirected
"Death","Power",3.0,undirected
"Death","Recognition",1.0,undirected
"Death","Renunciation",3.0,undirected
"Death","Sacrifice",1.0,undirected
"Death","Self-conscious",3.0,undirected
"Death","Shape",1.0,undirected
"Death","Sidedness",1.0,undirected
"Death","Spirit",7.0,undirected
"Death","Struggle",7.0,undirected
"Death","Supersession",1.0,undirected
"Death","Terror",3.0,undirected
"Death","Time",2.0,undirected
"Death","Transition",1.0,undirected
"Death","Universality",5.0,undirected
"Death","Work",4.0,undirected
"Death","World",2.0,undirected
"Depth","Determinations",1.0,undirected
"Depth","Differentiation",1.0,undirected
"Depth","Essence",4.0,undirected
"Depth","Evil",1.0,undirected
"Depth","Existence",2.0,undirected
"Depth","Expression",2.0,undirected
"Depth","Externality",1.0,undirected
"Depth","Externalization",1.0,undirected
"Depth","God",2.0,undirected
"Depth","Hand",2.0,undirected
"Depth","Hope",1.0,undirected
"Depth","Knowing",2.0,undirected
"Depth","Knowledge",1.0,undirected
"Depth","Moment",3.0,undirected
"Depth","Movement",1.0,undirected
"Depth","Nature",1.0,undirected
"Depth","Negativity",1.0,undirected
"Depth","Notion",3.0,undirected
"Depth","Object",1.0,undirected
"Depth","Philosophy",2.0,undirected
"Depth","Plato",1.0,undirected
"Depth","Possession",2.0,undirected
"Depth","Power",2.0,undirected
"Depth","Principle",3.0,undirected
"Depth","Rameau",1.0,undirected
"Depth","Reason",3.0,undirected
"Depth","Religion",1.0,undirected
"Depth","Satisfaction",1.0,undirected
"Depth","Shape",1.0,undirected
"Depth","Simplicity",1.0,undirected
"Depth","Soul",1.0,undirected
"Depth","Spirit",10.0,undirected
"Depth","Subject",1.0,undirected
"Depth","Subsistence",1.0,undirected
"Depth","Substance",5.0,undirected
"Depth","Supersensible",1.0,undirected
"Depth","Totality",2.0,undirected
"Depth","Understanding",1.0,undirected
"Depth","World",1.0,undirected
"Derangement","Essence",1.0,undirected
"Derangement","Individuality",3.0,undirected
"Derangement","Perversion",3.0,undirected
"Derangement","Unreality",1.0,undirected
"Desire","Destruction",1.0,undirected
"Desire","Duty",1.0,undirected
"Desire","Enjoyment",5.0,undirected
"Desire","Enlightenment",1.0,undirected
"Desire","Equilibrium",2.0,undirected
"Desire","Essence",5.0,undirected
"Desire","Existence",8.0,undirected
"Desire","Experience",3.0,undirected
"Desire","Faith",1.0,undirected
"Desire","Fate",1.0,undirected
"Desire","Fear",1.0,undirected
"Desire","Forms",7.0,undirected
"Desire","Freedom",1.0,undirected
"Desire","Hand",3.0,undirected
"Desire","Happiness",1.0,undirected
"Desire","Independence",3.0,undirected
"Desire","Individuality",1.0,undirected
"Desire","Infinity",1.0,undirected
"Desire","Instrument",1.0,undirected
"Desire","Intention",1.0,undirected
"Desire","Judgement",1.0,undirected
"Desire","Knowing",1.0,undirected
"Desire","Life",5.0,undirected
"Desire","Manifold",1.0,undirected
"Desire","Matter",1.0,undirected
"Desire","Mediation",1.0,undirected
"Desire","Moment",2.0,undirected
"Desire","Nature",3.0,undirected
"Desire","Negation",4.0,undirected
"Desire","Nothingness",1.0,undirected
"Desire","Notion",2.0,undirected
"Desire","Object",24.0,undirected
"Desire","Organism",1.0,undirected
"Desire","Otherness",7.0,undirected
"Desire","Parents",1.0,undirected
"Desire","Perception",1.0,undirected
"Desire","Positive",1.0,undirected
"Desire","Power",3.0,undirected
"Desire","Principle",1.0,undirected
"Desire","Recognition",1.0,undirected
"Desire","Reflection",1.0,undirected
"Desire","Relationship",3.0,undirected
"Desire","Religion",1.0,undirected
"Desire","Satisfaction",5.0,undirected
"Desire","Scepticism",1.0,undirected
"Desire","Self-conscious",1.0,undirected
"Desire","selfhood",1.0,undirected
"Desire","Sister",3.0,undirected
"Desire","Subject",4.0,undirected
"Desire","Substance",2.0,undirected
"Desire","Supersession",1.0,undirected
"Desire","Thinghood",1.0,undirected
"Desire","Time",4.0,undirected
"Desire","Unity",2.0,undirected
"Desire","Universality",1.0,undirected
"Desire","Work",12.0,undirected
"Desire","World",3.0,undirected
"Destruction","Equilibrium",1.0,undirected
"Destruction","Existence",1.0,undirected
"Destruction","Experience",1.0,undirected
"Destruction","Expression",1.0,undirected
"Destruction","Force",1.0,undirected
"Destruction","Forms",4.0,undirected
"Destruction","Freedom",2.0,undirected
"Destruction","God",1.0,undirected
"Destruction","Honour",1.0,undirected
"Destruction","Immediacy",1.0,undirected
"Destruction","Individuality",4.0,undirected
"Destruction","Law",2.0,undirected
"Destruction","Morality",1.0,undirected
"Destruction","Movement",4.0,undirected
"Destruction","Nature",1.0,undirected
"Destruction","Notion",1.0,undirected
"Destruction","Otherness",1.0,undirected
"Destruction","Pathos",2.0,undirected
"Destruction","Perversion",1.0,undirected
"Destruction","Power",2.0,undirected
"Destruction","Punishment",2.0,undirected
"Destruction","Reality",2.0,undirected
"Destruction","Sacrifice",1.0,undirected
"Destruction","Spirit",1.0,undirected
"Destruction","Substance",1.0,undirected
"Destruction","Time",1.0,undirected
"Destruction","Unchangeable",2.0,undirected
"Destruction","Unity",2.0,undirected
"Destruction","Work",2.0,undirected
"Destruction","World",4.0,undirected
"Determinatenesses","Emptiness",1.0,undirected
"Determinatenesses","Essence",2.0,undirected
"Determinatenesses","Force",1.0,undirected
